project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units,total_adults_in_shelter,total_children_in_shelter,total_individuals_in_shelter,single_adult_men_in_shelter,single_adult_women_in_shelter,total_single_adults_in_shelter,families_with_children_in_shelter,adults_in_families_with_children_in_shelter,children_in_families_with_children_in_shelter,total_individuals_in_families_with_children_in_shelter_,adult_families_in_shelter,individuals_in_adult_families_in_shelter
2015-05-31,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,33153.28571428572,23357.85714285714,56511.142857142855,8627.57142857143,3229.714285714286,11857.285714285714,11702.42857142857,16782.0,23357.85714285714,40139.857142857145,2149.1428571428573,4514.0
2015-06-07,0.5714285714285714,0.42857142857142855,12.714285714285714,5.714285714285714,28.857142857142858,0.14285714285714285,4.714285714285714,52.142857142857146,135.0,33148.28571428572,23302.428571428572,56450.71428571428,8637.142857142857,3248.5714285714284,11885.714285714286,11700.42857142857,16756.0,23302.428571428572,40058.42857142857,2145.5714285714284,4506.571428571428
2015-06-14,1.4285714285714286,0.0,0.0,4.857142857142857,117.14285714285714,1.0,8.0,131.57142857142858,177.0,33072.142857142855,23228.85714285714,56301.0,8609.857142857143,3269.0,11878.857142857143,11690.857142857143,16698.85714285714,23228.85714285714,39927.71428571428,2138.285714285714,4494.428571428572
2015-06-21,1.8571428571428572,1.0,7.285714285714286,39.714285714285715,30.714285714285715,2.7142857142857144,31.285714285714285,112.14285714285714,112.14285714285714,33050.42857142857,23118.0,56168.42857142857,8654.57142857143,3289.4285714285716,11944.0,11654.285714285714,16639.14285714286,23118.0,39757.142857142855,2126.285714285714,4467.285714285715
2015-06-28,16.428571428571427,0.14285714285714285,59.142857142857146,28.714285714285715,186.42857142857142,93.85714285714286,0.0,370.7142857142857,376.42857142857144,33038.857142857145,23020.85714285714,56059.71428571428,8675.42857142857,3308.4285714285716,11983.857142857143,11616.42857142857,16580.285714285714,23020.85714285714,39601.142857142855,2131.285714285714,4474.714285714285
2015-07-05,6.285714285714286,2.2857142857142856,49.0,86.28571428571429,224.28571428571428,18.142857142857142,11.714285714285714,391.85714285714283,421.14285714285717,32900.0,22908.166666666668,55808.166666666664,8599.0,3294.5,11893.5,11590.833333333334,16540.833333333332,22908.166666666668,39449.0,2128.8333333333335,4465.666666666667
2015-07-12,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,32978.142857142855,22872.714285714286,55850.857142857145,8625.57142857143,3327.8571428571427,11953.42857142857,11603.142857142857,16557.714285714286,22872.714285714286,39430.42857142857,2131.1428571428573,4467.0
2015-07-19,1.4285714285714286,0.0,0.0,6.857142857142857,55.57142857142857,0.0,0.0,62.857142857142854,174.14285714285714,33067.0,22995.285714285714,56062.28571428572,8636.0,3346.0,11982.0,11653.285714285714,16615.14285714286,22995.285714285714,39610.42857142857,2131.4285714285716,4469.857142857143
2015-07-26,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143,33028.142857142855,22986.85714285714,56015.0,8632.0,3376.5714285714284,12008.57142857143,11638.57142857143,16601.14285714286,22986.85714285714,39588.0,2106.5714285714284,4418.428571428572
2015-08-02,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.8571428571428571,33055.71428571428,23020.85714285714,56076.57142857143,8624.42857142857,3379.1428571428573,12003.57142857143,11655.857142857143,16636.0,23020.85714285714,39656.857142857145,2106.0,4416.142857142857
2015-08-09,0.2857142857142857,0.0,0.0,0.0,31.714285714285715,0.0,0.0,31.714285714285715,31.857142857142858,33134.857142857145,23036.285714285714,56171.142857142855,8632.142857142857,3395.1428571428573,12027.285714285714,11697.42857142857,16668.714285714286,23036.285714285714,39705.0,2113.5714285714284,4438.857142857143
2015-08-16,0.14285714285714285,0.0,5.0,5.428571428571429,13.285714285714286,0.0,1.8571428571428572,25.714285714285715,52.57142857142857,33317.71428571428,23188.0,56505.71428571428,8668.57142857143,3437.5714285714284,12106.142857142857,11753.714285714286,16734.714285714286,23188.0,39922.71428571428,2131.0,4476.857142857143
2015-08-23,0.0,0.0,1.1428571428571428,4.285714285714286,5.714285714285714,0.0,0.0,11.285714285714286,12.142857142857142,33331.142857142855,23268.85714285714,56600.0,8658.285714285714,3452.285714285714,12110.57142857143,11775.714285714286,16753.0,23268.85714285714,40021.857142857145,2129.4285714285716,4467.571428571428
2015-08-30,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.7142857142857143,0.7142857142857143,33377.57142857143,23291.714285714286,56669.28571428572,8665.0,3462.1428571428573,12127.142857142857,11795.714285714286,16786.85714285714,23291.714285714286,40078.57142857143,2131.285714285714,4463.571428571428
2015-09-06,0.0,0.0,0.0,0.0,6.571428571428571,0.0,0.0,6.571428571428571,32.0,33383.142857142855,23332.571428571428,56715.71428571428,8666.714285714286,3445.8571428571427,12112.57142857143,11832.0,16806.14285714286,23332.571428571428,40138.71428571428,2129.4285714285716,4464.428571428572
2015-09-13,0.14285714285714285,0.0,0.0,0.8571428571428571,2.4285714285714284,0.8571428571428571,0.0,4.285714285714286,4.285714285714286,33581.0,23433.14285714286,57014.142857142855,8726.857142857143,3476.714285714286,12203.57142857143,11919.285714285714,16906.428571428572,23433.14285714286,40339.57142857143,2131.8571428571427,4471.0
2015-09-20,0.14285714285714285,0.0,0.0,0.14285714285714285,4.714285714285714,0.5714285714285714,0.0,5.571428571428571,16.0,33696.28571428572,23474.285714285714,57170.57142857143,8771.714285714286,3507.0,12278.714285714286,11933.42857142857,16934.428571428572,23474.285714285714,40408.71428571428,2137.8571428571427,4483.142857142857
2015-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33761.0,23429.14285714286,57190.142857142855,8815.285714285714,3517.8571428571427,12333.142857142857,11930.0,16916.85714285714,23429.14285714286,40346.0,2153.5714285714284,4511.0
2015-10-04,0.5714285714285714,0.0,0.0,0.2857142857142857,4.285714285714286,0.42857142857142855,0.0,5.0,5.0,33822.142857142855,23431.714285714286,57253.857142857145,8824.142857142857,3527.1428571428573,12351.285714285714,11958.57142857143,16942.14285714286,23431.714285714286,40373.857142857145,2162.0,4528.714285714285
2015-10-11,2.0,0.0,0.0,4.428571428571429,26.857142857142858,0.2857142857142857,0.0,32.285714285714285,38.714285714285715,33837.57142857143,23377.428571428572,57215.0,8851.0,3537.1428571428573,12388.142857142857,11947.857142857143,16928.85714285714,23377.428571428572,40306.28571428572,2159.285714285714,4520.571428571428
2015-10-18,0.5714285714285714,0.0,0.0,2.5714285714285716,13.0,0.0,5.428571428571429,21.428571428571427,22.0,33973.71428571428,23383.0,57356.71428571428,8909.714285714286,3569.4285714285716,12479.142857142857,11982.285714285714,16956.428571428572,23383.0,40339.42857142857,2167.0,4538.142857142857
2015-10-25,0.14285714285714285,0.0,0.0,0.14285714285714285,3.857142857142857,0.0,0.0,4.0,16.571428571428573,34056.28571428572,23375.285714285714,57431.57142857143,8976.42857142857,3574.4285714285716,12550.857142857143,11988.0,16961.285714285714,23375.285714285714,40336.57142857143,2170.714285714286,4544.142857142857
2015-11-01,10.714285714285714,0.0,12.285714285714286,40.285714285714285,9.857142857142858,0.0,0.0,62.714285714285715,81.85714285714286,34088.28571428572,23388.85714285714,57477.142857142855,9015.57142857143,3566.1428571428573,12581.714285714286,11993.0,16965.285714285714,23388.85714285714,40354.142857142855,2171.1428571428573,4541.285714285715
2015-11-08,0.14285714285714285,0.0,4.857142857142857,0.0,0.2857142857142857,0.0,0.0,5.285714285714286,5.285714285714286,34094.333333333336,23376.0,57470.333333333336,9025.666666666666,3558.5,12584.166666666666,12012.0,16975.833333333332,23376.0,40351.833333333336,2164.3333333333335,4534.333333333333
2015-11-15,0.0,0.0,0.0,0.14285714285714285,3.5714285714285716,0.0,0.0,3.7142857142857144,15.571428571428571,34294.0,23453.714285714286,57747.71428571428,9106.857142857143,3585.5714285714284,12692.42857142857,12083.0,17045.0,23453.714285714286,40498.71428571428,2176.714285714286,4556.571428571428
2015-11-22,1.5714285714285714,0.0,19.714285714285715,3.2857142857142856,23.0,0.0,2.4285714285714284,48.57142857142857,48.57142857142857,34385.57142857143,23494.0,57879.57142857143,9138.0,3600.5714285714284,12738.57142857143,12112.714285714286,17083.85714285714,23494.0,40577.857142857145,2179.5714285714284,4563.142857142857
2015-11-29,0.0,0.0,6.857142857142857,6.142857142857143,20.571428571428573,1.5714285714285714,0.0,35.42857142857143,41.714285714285715,34435.28571428572,23516.714285714286,57952.0,9151.714285714286,3572.0,12723.714285714286,12156.142857142857,17143.0,23516.714285714286,40659.71428571428,2180.5714285714284,4568.571428571428
2015-12-06,0.5714285714285714,0.0,0.42857142857142855,25.428571428571427,23.857142857142858,0.5714285714285714,0.0,50.285714285714285,101.42857142857143,34367.142857142855,23405.85714285714,57773.0,9154.714285714286,3577.4285714285716,12732.142857142857,12108.714285714286,17053.285714285714,23405.85714285714,40459.142857142855,2184.1428571428573,4581.714285714285
2015-12-13,0.0,0.0,0.0,2.857142857142857,11.571428571428571,0.0,0.0,14.571428571428571,14.571428571428571,34523.42857142857,23426.85714285714,57950.28571428572,9231.42857142857,3602.5714285714284,12834.0,12155.285714285714,17094.285714285714,23426.85714285714,40521.142857142855,2190.285714285714,4595.142857142857
2015-12-20,8.714285714285714,8.0,6.714285714285714,9.285714285714286,108.0,0.0,643.5714285714286,767.8571428571429,767.8571428571429,34539.857142857145,23419.14285714286,57959.0,9228.57142857143,3611.285714285714,12839.857142857143,12161.142857142857,17090.14285714286,23419.14285714286,40509.28571428572,2195.285714285714,4609.857142857143
2015-12-27,0.5714285714285714,0.0,18.714285714285715,5.428571428571429,37.285714285714285,45.142857142857146,0.0,107.28571428571429,107.28571428571429,34417.42857142857,23400.428571428572,57817.857142857145,9176.42857142857,3582.4285714285716,12758.857142857143,12150.142857142857,17072.14285714286,23400.428571428572,40472.57142857143,2183.0,4586.428571428572
2016-01-03,9.0,0.14285714285714285,49.857142857142854,36.857142857142854,100.0,52.857142857142854,9.571428571428571,250.28571428571428,271.14285714285717,34372.57142857143,23353.285714285714,57725.857142857145,9178.285714285714,3527.285714285714,12705.57142857143,12137.714285714286,17052.428571428572,23353.285714285714,40405.71428571428,2196.714285714286,4614.571428571428
2016-01-10,1.1428571428571428,1.0,0.14285714285714285,0.0,94.42857142857143,0.0,46.42857142857143,141.14285714285714,181.85714285714286,34643.142857142855,23381.14285714286,58024.28571428572,9319.857142857143,3611.4285714285716,12931.285714285714,12172.857142857143,17083.571428571428,23381.14285714286,40464.71428571428,2201.285714285714,4628.285714285715
2016-01-17,0.2857142857142857,0.0,0.0,0.0,3.2857142857142856,0.14285714285714285,0.0,3.4285714285714284,14.0,34778.142857142855,23439.571428571428,58217.71428571428,9324.857142857143,3637.285714285714,12962.142857142857,12244.714285714286,17152.0,23439.571428571428,40591.57142857143,2220.285714285714,4664.0
2016-01-24,0.2857142857142857,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,1.2857142857142858,1.2857142857142858,34847.42857142857,23430.285714285714,58277.71428571428,9348.857142857143,3636.5714285714284,12985.42857142857,12273.57142857143,17177.0,23430.285714285714,40607.28571428572,2232.1428571428573,4685.0
2016-01-31,1.0,0.2857142857142857,0.0,12.428571428571429,79.57142857142857,103.0,0.0,195.57142857142858,213.42857142857142,34831.857142857145,23399.0,58230.857142857145,9377.0,3627.714285714286,13004.714285714286,12246.57142857143,17146.0,23399.0,40545.0,2227.8571428571427,4681.142857142857
2016-02-07,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855,34756.42857142857,23373.0,58129.42857142857,9323.42857142857,3578.714285714286,12902.142857142857,12258.0,17163.0,23373.0,40536.0,2232.4285714285716,4691.285714285715
2016-02-14,1.5714285714285714,0.0,4.142857142857143,12.714285714285714,15.571428571428571,0.14285714285714285,0.8571428571428571,33.42857142857143,82.42857142857143,34901.57142857143,23284.714285714286,58186.28571428572,9447.142857142857,3612.285714285714,13059.42857142857,12230.42857142857,17122.14285714286,23284.714285714286,40406.857142857145,2247.1428571428573,4720.0
2016-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34962.71428571428,23279.428571428572,58242.142857142855,9497.857142857143,3621.0,13118.857142857143,12222.42857142857,17128.14285714286,23279.428571428572,40407.57142857143,2245.8571428571427,4715.714285714285
2016-02-28,0.14285714285714285,0.14285714285714285,0.0,19.285714285714285,0.14285714285714285,0.0,0.0,19.571428571428573,19.571428571428573,34981.0,23200.571428571428,58181.57142857143,9521.142857142857,3647.5714285714284,13168.714285714286,12219.57142857143,17127.285714285714,23200.571428571428,40327.857142857145,2230.5714285714284,4685.0
2016-03-06,0.8571428571428571,0.0,0.0,1.4285714285714286,5.428571428571429,0.0,0.7142857142857143,7.571428571428571,7.571428571428571,34933.28571428572,23072.285714285714,58005.57142857143,9506.857142857143,3654.5714285714284,13161.42857142857,12195.57142857143,17082.0,23072.285714285714,40154.28571428572,2232.8571428571427,4689.857142857143
2016-03-13,2.857142857142857,0.0,0.0,12.571428571428571,34.142857142857146,1.2857142857142858,0.0,48.0,48.0,34901.142857142855,22938.14285714286,57839.28571428572,9486.42857142857,3642.285714285714,13128.714285714286,12166.857142857143,17046.285714285714,22938.14285714286,39984.42857142857,2248.1428571428573,4726.142857142857
2016-03-20,0.2857142857142857,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,1.1428571428571428,1.1428571428571428,34942.142857142855,22862.428571428572,57804.57142857143,9496.142857142857,3656.4285714285716,13152.57142857143,12164.285714285714,17056.428571428572,22862.428571428572,39918.857142857145,2251.1428571428573,4733.142857142857
2016-03-27,0.5714285714285714,0.0,12.0,3.2857142857142856,39.42857142857143,0.0,0.0,55.0,55.857142857142854,34974.0,22827.714285714286,57801.71428571428,9533.0,3653.5714285714284,13186.57142857143,12161.42857142857,17054.714285714286,22827.714285714286,39882.42857142857,2250.1428571428573,4732.714285714285
2016-04-03,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.8571428571428571,34929.42857142857,22785.85714285714,57715.28571428572,9478.0,3658.5714285714284,13136.57142857143,12160.857142857143,17052.428571428572,22785.85714285714,39838.28571428572,2254.714285714286,4740.428571428572
2016-04-10,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,2.7142857142857144,0.0,3.0,3.0,35029.857142857145,22818.85714285714,57848.71428571428,9498.714285714286,3666.5714285714284,13165.285714285714,12201.42857142857,17081.571428571428,22818.85714285714,39900.42857142857,2274.5714285714284,4783.0
2016-04-17,0.14285714285714285,0.0,7.714285714285714,0.2857142857142857,18.571428571428573,2.5714285714285716,0.0,29.285714285714285,33.714285714285715,35079.57142857143,22812.14285714286,57891.71428571428,9455.285714285714,3691.5714285714284,13146.857142857143,12251.57142857143,17126.714285714286,22812.14285714286,39938.857142857145,2285.285714285714,4806.0
2016-04-24,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,2.142857142857143,35050.57142857143,22750.85714285714,57801.42857142857,9422.285714285714,3710.4285714285716,13132.714285714286,12255.285714285714,17134.714285714286,22750.85714285714,39885.57142857143,2274.5714285714284,4783.142857142857
2016-05-01,0.2857142857142857,0.0,5.857142857142857,0.0,11.571428571428571,3.4285714285714284,0.0,20.857142857142858,39.57142857142857,35135.2,22781.0,57916.2,9419.8,3711.4,13131.2,12304.6,17193.4,22781.0,39974.4,2287.0,4810.6
2016-05-08,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,35195.28571428572,22817.285714285714,58012.57142857143,9399.714285714286,3729.0,13128.714285714286,12356.42857142857,17260.571428571428,22817.285714285714,40077.857142857145,2285.5714285714284,4806.0
2016-05-15,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,4.714285714285714,1.8571428571428572,0.0,6.857142857142857,6.857142857142857,35107.142857142855,22760.571428571428,57867.71428571428,9381.0,3713.4285714285716,13094.42857142857,12340.42857142857,17200.571428571428,22760.571428571428,39961.142857142855,2290.285714285714,4812.142857142857
2016-05-22,0.0,0.0,25.0,0.0,4.142857142857143,0.0,0.0,29.142857142857142,45.42857142857143,35192.57142857143,22799.0,57991.57142857143,9417.285714285714,3721.714285714286,13139.0,12365.42857142857,17223.428571428572,22799.0,40022.42857142857,2301.1428571428573,4830.142857142857
2016-05-29,1.5714285714285714,1.4285714285714286,19.428571428571427,44.714285714285715,25.428571428571427,1.2857142857142858,0.0,91.14285714285714,109.85714285714286,35068.28571428572,22662.714285714286,57731.0,9381.42857142857,3704.4285714285716,13085.857142857143,12304.0,17111.428571428572,22662.714285714286,39774.142857142855,2320.5714285714284,4871.0
2016-06-05,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.4285714285714286,1.5714285714285714,7.142857142857143,35047.833333333336,22638.0,57685.833333333336,9312.833333333334,3712.8333333333335,13025.666666666666,12314.833333333334,17117.666666666668,22638.0,39755.666666666664,2336.6666666666665,4904.5
2016-06-12,0.2857142857142857,0.0,0.0,0.0,13.571428571428571,0.0,0.0,13.571428571428571,59.857142857142854,35147.0,22672.571428571428,57819.57142857143,9339.0,3701.5714285714284,13040.57142857143,12368.57142857143,17171.14285714286,22672.571428571428,39843.71428571428,2352.1428571428573,4935.285714285715
2016-06-19,3.4285714285714284,0.8571428571428571,77.14285714285714,8.428571428571429,48.42857142857143,0.14285714285714285,1.1428571428571428,135.42857142857142,150.57142857142858,35221.0,22671.85714285714,57892.857142857145,9328.57142857143,3748.5714285714284,13077.142857142857,12398.857142857143,17222.0,22671.85714285714,39893.857142857145,2347.4285714285716,4921.857142857143
2016-06-26,6.0,5.142857142857143,37.857142857142854,7.714285714285714,164.42857142857142,11.714285714285714,2.7142857142857144,225.57142857142858,227.85714285714286,35138.0,22606.714285714286,57744.71428571428,9297.285714285714,3766.714285714286,13064.0,12360.142857142857,17171.571428571428,22606.714285714286,39778.28571428572,2337.0,4902.428571428572
2016-07-03,17.428571428571427,3.857142857142857,282.42857142857144,186.57142857142858,301.7142857142857,43.42857142857143,39.142857142857146,857.2857142857143,860.2857142857143,35041.142857142855,22589.85714285714,57631.0,9236.0,3724.8571428571427,12960.857142857143,12376.57142857143,17182.714285714286,22589.85714285714,39772.57142857143,2333.285714285714,4897.571428571428
2016-07-10,0.14285714285714285,0.0,8.571428571428571,0.0,0.42857142857142855,0.0,0.0,9.142857142857142,9.142857142857142,35116.857142857145,22650.714285714286,57767.57142857143,9221.42857142857,3722.8571428571427,12944.285714285714,12420.0,17241.14285714286,22650.714285714286,39891.857142857145,2350.1428571428573,4931.428571428572
2016-07-17,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,35291.57142857143,22830.571428571428,58122.142857142855,9231.0,3725.1428571428573,12956.142857142857,12515.42857142857,17385.428571428572,22830.571428571428,40216.0,2358.8571428571427,4950.0
2016-07-24,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855,35383.142857142855,22958.428571428572,58341.57142857143,9207.714285714286,3741.714285714286,12949.42857142857,12592.42857142857,17490.85714285714,22958.428571428572,40449.28571428572,2351.4285714285716,4942.857142857143
2016-07-31,1.5714285714285714,0.0,19.857142857142858,23.285714285714285,64.0,0.14285714285714285,0.0,107.85714285714286,115.0,35404.666666666664,22980.666666666668,58385.333333333336,9187.666666666666,3747.3333333333335,12935.0,12624.833333333334,17522.666666666668,22980.666666666668,40503.333333333336,2353.8333333333335,4947.0
2016-08-07,0.14285714285714285,0.14285714285714285,9.571428571428571,1.0,1.4285714285714286,0.0,7.714285714285714,19.857142857142858,163.0,35514.71428571428,23083.14285714286,58597.857142857145,9199.57142857143,3740.285714285714,12939.857142857143,12678.285714285714,17590.571428571428,23083.14285714286,40673.71428571428,2371.5714285714284,4984.285714285715
2016-08-14,0.0,0.0,0.0,0.0,6.142857142857143,0.0,0.0,6.142857142857143,28.714285714285715,35732.0,23269.428571428572,59001.42857142857,9257.714285714286,3736.285714285714,12994.0,12802.42857142857,17746.0,23269.428571428572,41015.42857142857,2376.4285714285716,4992.0
2016-08-21,0.42857142857142855,0.0,0.42857142857142855,2.0,3.142857142857143,0.14285714285714285,0.0,5.714285714285714,5.714285714285714,35761.71428571428,23362.714285714286,59124.42857142857,9242.42857142857,3720.4285714285716,12962.857142857143,12863.0,17812.0,23362.714285714286,41174.71428571428,2376.0,4986.857142857143
2016-08-28,0.5714285714285714,0.0,2.142857142857143,4.857142857142857,7.428571428571429,1.0,3.2857142857142856,18.857142857142858,45.714285714285715,35846.28571428572,23450.714285714286,59297.0,9248.857142857143,3769.0,13017.857142857143,12918.0,17846.14285714286,23450.714285714286,41296.857142857145,2375.0,4982.285714285715
2016-09-04,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.7142857142857143,0.7142857142857143,35875.857142857145,23483.0,59358.857142857145,9243.857142857143,3757.4285714285716,13001.285714285714,12946.57142857143,17873.285714285714,23483.0,41356.28571428572,2385.5714285714284,5001.285714285715
2016-09-11,0.14285714285714285,0.0,0.42857142857142855,32.714285714285715,13.142857142857142,0.0,0.0,46.42857142857143,93.0,35878.142857142855,23463.14285714286,59341.28571428572,9271.142857142857,3773.285714285714,13044.42857142857,12945.57142857143,17841.714285714286,23463.14285714286,41304.857142857145,2385.4285714285716,4992.0
2016-09-18,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,1.8571428571428572,6.857142857142857,36023.142857142855,23578.0,59601.142857142855,9283.714285714286,3788.5714285714284,13072.285714285714,13017.714285714286,17937.571428571428,23578.0,41515.57142857143,2393.285714285714,5013.285714285715
2016-09-25,0.14285714285714285,0.0,20.571428571428573,0.8571428571428571,17.142857142857142,0.0,3.2857142857142856,42.285714285714285,55.857142857142854,36165.42857142857,23606.571428571428,59772.0,9312.57142857143,3814.8571428571427,13127.42857142857,13044.714285714286,17991.85714285714,23606.571428571428,41598.42857142857,2408.1428571428573,5046.142857142857
2016-10-02,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,0.7142857142857143,36230.142857142855,23621.85714285714,59852.0,9349.42857142857,3825.4285714285716,13174.857142857143,13070.57142857143,18023.714285714286,23621.85714285714,41645.57142857143,2402.285714285714,5031.571428571428
2016-10-09,1.2857142857142858,0.0,6.142857142857143,0.14285714285714285,6.142857142857143,0.0,0.0,12.571428571428571,12.571428571428571,36245.57142857143,23584.0,59829.57142857143,9350.857142857143,3851.1428571428573,13202.0,13092.285714285714,18012.85714285714,23584.0,41596.857142857145,2406.4285714285716,5030.714285714285
2016-10-16,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,36363.71428571428,23587.14285714286,59950.857142857145,9409.285714285714,3883.714285714286,13293.0,13096.857142857143,18007.571428571428,23587.14285714286,41594.71428571428,2425.1428571428573,5063.142857142857
2016-10-23,2.857142857142857,0.14285714285714285,0.0,0.0,4.714285714285714,1.2857142857142858,0.0,6.0,10.428571428571429,36388.857142857145,23557.428571428572,59946.28571428572,9501.714285714286,3902.1428571428573,13403.857142857143,13062.0,17952.285714285714,23557.428571428572,41509.71428571428,2410.0,5032.714285714285
2016-10-30,0.7142857142857143,0.0,0.0,2.0,5.857142857142857,0.0,0.0,8.0,8.142857142857142,36492.28571428572,23638.0,60130.28571428572,9516.285714285714,3884.1428571428573,13400.42857142857,13120.857142857143,18031.85714285714,23638.0,41669.857142857145,2420.8571428571427,5060.0
2016-11-06,0.8571428571428571,0.14285714285714285,5.428571428571429,2.857142857142857,0.5714285714285714,0.0,0.0,8.857142857142858,9.714285714285714,36557.57142857143,23719.85714285714,60277.42857142857,9522.0,3867.8571428571427,13389.857142857143,13132.57142857143,18059.85714285714,23719.85714285714,41779.71428571428,2441.5714285714284,5107.857142857143
2016-11-13,0.14285714285714285,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.428571428571429,14.428571428571429,36767.57142857143,23769.0,60536.57142857143,9610.714285714286,3882.5714285714284,13493.285714285714,13175.42857142857,18112.714285714286,23769.0,41881.71428571428,2466.4285714285716,5161.571428571428
